SPED,Affiliation Binary,Affiliation,Academy or House,Paideia,Description_U9,Description_U11,Sex,Grade,Zip code,Ethnicity,Last School,Class Rank,Language Fluency,GPA,2.5,GPA Slice
RSP (Resource Specialist Program),Affiliated,Oakland Tech - Health Academy AND Paideia,Oakland Tech - Health Academy,Paideia,Oakland Tech - Health Academy,Not applicable,F,12,94606,Other or Not Specified,Oakland Technical HS,446,English Learner,1.89,Below,2
Not applicable,Affiliated,Oakland Tech - Health Academy AND Paideia,Oakland Tech - Health Academy,Paideia,Oakland Tech - Health Academy,Not applicable,F,12,94602,Laotian,Oakland Technical HS,264,Redesignated (RFEP),3.35,Above,4
Not applicable,Affiliated,Oakland Tech - Health Academy AND Paideia,Oakland Tech - Health Academy,Paideia,Oakland Tech - Health Academy,Not applicable,F,12,94606,Hispanic or Latino,Oakland Technical HS,424,Redesignated (RFEP),2.41,Below,3
Not applicable,Affiliated,Oakland Tech - Health Academy AND Paideia,Oakland Tech - Health Academy,Paideia,Oakland Tech - Health Academy,Not applicable,F,12,94605,Black or African American,Oakland Technical HS,387,English Only,2.62,Above,3
Not applicable,Affiliated,Oakland Tech - Health Academy AND Paideia,Oakland Tech - Health Academy,Paideia,Oakland Tech - Health Academy,Not applicable,F,11,94608,Black or African American,Oakland Technical HS,401,English Only,2.23,Below,3
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,12,94602,Black or African American,Oakland Technical HS,430,English Only,2.21,Below,3
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,11,94609,Black or African American,Oakland Technical HS,487,English Only,0.69,Below,1
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,12,94611,Hispanic or Latino,Oakland Technical HS,310,Redesignated (RFEP),3.05,Above,4
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,F,12,94618,White (not Hispanic),Oakland Technical HS,423,English Only,2.26,Below,3
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,12,94602,Black or African American,Oakland Technical HS,463,English Only,1.75,Below,2
RSP (Resource Specialist Program),Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,11,94610,Black or African American,Oakland Technical HS,463,English Only,1.19,Below,2
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,12,94619,Black or African American,Oakland Technical HS,436,English Only,2.00,Below,2
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,M,12,94578,Black or African American,Oakland Technical HS,369,English Only,2.58,Above,3
Not applicable,Affiliated,Oakland Tech - Health Academy,Oakland Tech - Health Academy,Not Applicable,Oakland Tech - Health Academy,Not applicable,F,11,94610,Black or African American,Oakland Technical HS,427,English Only,1.69,Below,2
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,M,11,94621,Hispanic or Latino,Skyline,472,English Only,1.00,Below,1
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,F,10,94601,Hispanic or Latino,Skyline,370,Redesignated (RFEP),2.61,Above,3
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,F,10,94611,White (not Hispanic),Skyline,273,English Only,2.94,Above,3
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,M,10,94611,White (not Hispanic),Skyline,168,English Only,3.58,Above,4
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,M,10,94606,Hispanic or Latino,Skyline,336,Redesignated (RFEP),2.53,Above,3
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,M,10,94611,Hispanic or Latino,Skyline,386,English Only,2.22,Below,3
SDC (Special Day Class),Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,M,11,94619,Other or Not Specified,Skyline,160,English Only,3.64,Above,4
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,M,12,94610,Other or Not Specified,Skyline,204,English Only,3.53,Above,4
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,F,12,94605,Black or African American,Oakland Technical HS,409,English Only,2.19,Below,3
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,F,9,94610,American Indian or Alaskan Native,Skyline,496,English Only,0.00,Below,1
Not applicable,Not Affiliated,Not Affiliated,Not Applicable,Not applicable,Not Applicable,Not applicable,F,9,94619,Chinese,Skyline,496,Redesignated (RFEP),0.00,Below,1
Not applicable,Affiliated,"Oakland Tech - Fashion, Arts, & Design Academy (CPA)","Oakland Tech - Fashion, Arts, & Design Academy (CPA)",Not applicable,"Oakland Tech - Fashion, Arts, & Design Academy (CPA)",Not applicable,M,10,94602,Chinese,Oakland HS,175,English Learner,3.60,Above,4
Not applicable,Affiliated,"Oakland Tech - Fashion, Arts, & Design Academy (CPA)","Oakland Tech - Fashion, Arts, & Design Academy (CPA)",Not applicable,"Oakland Tech - Fashion, Arts, & Design Academy (CPA)",Not applicable,F,11,94608,Black or African American,Oakland HS,310,English Only,2.93,Above,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94606,Hispanic or Latino,Oakland Technical HS,226,English Learner,3.39,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94601,Hispanic or Latino,Oakland Technical HS,481,English Learner,0.87,Below,1
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94609,White (not Hispanic),Oakland Technical HS,503,English Learner,1.00,Below,1
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94621,Hispanic or Latino,Oakland Technical HS,19,Redesignated (RFEP),4.06,Above,5
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94619,Black or African American,Oakland Technical HS,496,English Only,1.06,Below,2
RSP (Resource Specialist Program),Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94621,Hispanic or Latino,Oakland Technical HS,391,Redesignated (RFEP),2.29,Below,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94608,Black or African American,Oakland Technical HS,296,English Only,2.94,Above,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94606,Hispanic or Latino,Oakland Technical HS,498,Redesignated (RFEP),0.94,Below,1
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94601,Hispanic or Latino,Oakland Technical HS,339,Redesignated (RFEP),2.58,Above,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94609,Black or African American,Oakland Technical HS,459,English Only,1.43,Below,2
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94602,White (not Hispanic),Oakland Technical HS,64,English Only,3.94,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94609,Black or African American,Oakland Technical HS,485,English Only,1.61,Below,2
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94603,Hispanic or Latino,Oakland Technical HS,136,Redesignated (RFEP),3.72,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94606,Chinese,Oakland Technical HS,87,Redesignated (RFEP),3.94,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94601,Hispanic or Latino,Oakland Technical HS,402,Redesignated (RFEP),2.07,Below,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94621,Cambodian,Oakland Technical HS,121,English Only,3.83,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94609,Other or Not Specified,Oakland Technical HS,273,English Only,3.11,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94609,Black or African American,Oakland Technical HS,191,English Only,3.55,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94612,Black or African American,Oakland Technical HS,234,English Only,3.27,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94609,Black or African American,Oakland Technical HS,358,English Only,2.67,Above,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94605,Hispanic or Latino,Oakland Technical HS,147,Initially Fluent (IFEP),3.78,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94609,Chinese,Oakland Technical HS,80,English Only,3.94,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94602,Korean,Oakland Technical HS,134,English Only,3.83,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94607,Black or African American,Oakland Technical HS,64,English Only,3.94,Above,4
RSP (Resource Specialist Program),Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94609,Other or Not Specified,Oakland Technical HS,399,English Only,2.17,Below,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94580,Black or African American,Oakland Technical HS,233,English Only,3.45,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94608,Black or African American,Oakland Technical HS,330,English Only,2.78,Above,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94607,Black or African American,Oakland Technical HS,466,English Only,1.38,Below,2
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94612,Black or African American,Oakland Technical HS,408,English Only,2.28,Below,3
RSP (Resource Specialist Program),Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94606,Black or African American,Oakland Technical HS,395,English Only,2.22,Below,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94619,Black or African American,Oakland Technical HS,75,English Only,4.01,Above,5
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94610,White (not Hispanic),Inactive Students School,0,English Only,0.00,Below,1
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,11,94607,Chinese,Oakland Technical HS,33,Redesignated (RFEP),4.10,Above,5
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94602,White (not Hispanic),Oakland Technical HS,78,English Only,3.90,Above,4
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",M,11,94601,Black or African American,Oakland Technical HS,315,English Only,2.97,Above,3
Not applicable,Affiliated,"Oakland Tech - Race, Policy and Law Academy","Oakland Tech - Race, Policy and Law Academy",Not applicable,Not applicable,"Oakland Tech - Race, Policy and Law Academy",F,10,94608,Black or African American,Oakland Technical HS,184,English Only,3.50,Above,4
